epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
0,0.7114989757537842,0.4818713665008545,0.0010000000474974513,0.7649204730987549,0.7263374328613281,0.48374831676483154,0.6018226742744446
1,0.725359320640564,0.4977366626262665,0.0010000000474974513,0.7165926694869995,0.7263374328613281,0.46777355670928955,0.593479335308075
